href,name,adress,phone,rate,rate_count,site,average_bill
https://yandex.ru/maps/org/yuridicheskaya_konsultatsiya/167183421991/,Юридическая консультация,"Старокаширское ш., 4, корп. 1, Москва",+7 (926) 943-14-77,"4,3",12 оценок,null,"личный адвокат, семейное право, наследственное право, трудовое право, жилищное право, споры с банками, страховыми и кредитными организациями, судебное установление фактов, сопровождение сделок, защита прав потребителей, возмещение вреда здоровью, земельное право и недвижимость, уголовный адвокат, гражданское право"
https://yandex.ru/maps/org/advokatskiy_kabinet_alekseyeva_a_a_/1230666213/,Адвокатский кабинет Алексеева А. А.,"Чонгарский бул., 4, корп. 2, Москваофис 2",+7 (903) 723-42-67,"4,0",5 оценок,advokatskij-kabinet-alekseeva.clients.site,"личный адвокат, семейное право, наследственное право, жилищное право, споры с банками, страховыми и кредитными организациями, судебное установление фактов, сопровождение сделок, земельное право и недвижимость"
https://yandex.ru/maps/org/pravograd/166686368440/,Правоград,"Симферопольский пр., 1, Москваофис 30",+7 (969) 111-01-98,"4,7",15 оценок,null,null
https://yandex.ru/maps/org/kompaniya_personal_nk/231171625163/,Компания Персонал-НК,"Варшавское ш., 39, Москваофис 304, этаж 3",+7 (495) 382-60-10,"4,2",4 оценки,nalkons.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.ru/maps/org/capital_law_office/75363193474/,Capital Law Office,"Одесская ул., 2, корп. А, Москва",+7 (901) 704-28-83,"4,4",33 оценки,lawoffice.capital,"ликвидация фирм, банкротство"
https://yandex.ru/maps/org/yuridicheskiye_uslugi/216516232497/,Юридические услуги,"Нахимовский просп., 23, корп. 1, Москва",+7 (915) 009-64-25,"5,0",1 отзыв,jurist-f.ru,"сопровождение сделок, договорное право, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/pravilny_vektor/53194777977/,Правильный Вектор,"Варшавское ш., 42, Москва",+7 (495) 162-63-62,"4,3",1 отзыв,right-vector.ru,null
https://yandex.ru/maps/org/legalny_migrant/132529624595/,Легальный мигрант,"Балаклавский просп., 2, корп. 2, Москва",+7 (964) 774-94-53,"4,6",22 оценки,null,доступно
https://yandex.ru/maps/org/oformleniye_prava/166086807653/,Оформление права,"Каширское ш., 3, корп. 2, стр. 1, Москва",+7 (495) 369-02-59,"5,0",47 оценок,oformlenie-prava.ru,"предоплата, постоплата, наличными, оплата картой, электронными деньгами, банковским переводом, безналичная, онлайн, QR-код"
https://yandex.ru/maps/org/tarasov_i_partnery/170396458416/,Тарасов и партнеры,"Нагатинская ул., 16, Москваэтаж 1",+7 (965) 229-71-30,"4,9",34 оценки,partlaw.ru,запрещено с животными
https://yandex.ru/maps/org/eksplorus_grupp/1122102607/,Эксплорус Групп,"Варшавское ш., 46, Москва",+7 (936) 253-46-83,"4,9",2 отзыва,www.explorus-group.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/fora_konsalt/212650819627/,Фора-консалт,"Варшавское ш., 56, стр. 2, Москва",+7 (977) 577-15-80,null,Ещё нет отзывов,foraconsult.ru,"трудовое право, земельное право и недвижимость, споры с банками, страховыми и кредитными организациями"
https://yandex.ru/maps/org/vladislav_frolov_i_partnery/1374376952/,Владислав Фролов и партнеры,"Каширский пр., 5, Москваподъезд 1, офис 311, этаж 3",+7 (966) 099-09-11,"4,3",32 оценки,frolov-pravo.ru,запрещено с животными
https://yandex.ru/maps/org/nalogovaya_konsultatsiya_garantiya/147483869371/,Налоговая консультация Гарантия,"ул. Гарибальди, 36, Москваэтаж 1",+7 (495) 727-27-39,"5,0",130 оценок,nkgarant.ru,запрещено с животными
https://yandex.ru/maps/org/phoenix/158830666938/,Phoenix,"Варшавское ш., 42, Москва",+7 (909) 905-38-23,"4,9",Ещё нет отзывов,null,"регистрация АО, ликвидация фирм, регистрация ООО"
https://yandex.ru/maps/org/kollegiya_advokatov_goroda_moskvy_sovet_stolichnykh_advokatov/1188442604/,Коллегия адвокатов города Москвы Совет столичных адвокатов,"Каширский пр., 5, Москва",+7 (499) 408-64-55,"4,0",14 оценок,sovetadvokat.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/advokat_moroz_k_yu_/156181924825/,Адвокат Мороз К. Ю.,"Каширский пр., 5, Москва",+7 (985) 789-83-76,"4,4",13 оценок,advokatmoroz.ru,"личный адвокат, семейное право, наследственное право, трудовое право, жилищное право, споры с банками, страховыми и кредитными организациями, защита авторских прав, судебное установление фактов, сопровождение сделок, защита прав потребителей, возмещение вреда здоровью, земельное право и недвижимость, уголовный адвокат, гражданское право"
